literal,pragmatic_aligned,pragmatic_uncertain,pragmatic_conservative,pragmatic_pedagogic
0.24999999999999967,0.45430800454527726,0.45288896164097164,0.45430800454527726,0.4500272102557838
0.2500000000000001,0.4543080045452777,0.4528889616409716,0.4543080045452777,0.4500272102557833
-1.124561956244524,-0.8864933390952542,-1.2546692065346488,-0.8864933390952542,-1.2764672417759466
-0.49999999999999944,-0.9086160090905546,-0.9057779232819445,-0.9086160090905546,-0.900054420511568
-2.220446049250313e-16,-2.220446049250313e-16,-1.1102230246251565e-16,-2.220446049250313e-16,-2.220446049250313e-16
0.75,-2.220446049250313e-16,1.0722537002684926,-2.220446049250313e-16,1.193594744221451
0.2500000000000001,0.4543080045452777,0.4528889616409716,0.4543080045452777,0.4500272102557833
-0.47956253991933084,-0.3798066404519336,-0.474353606721321,-0.3798066404519336,-0.47858788974181077
0.24999999999999967,0.45430800454527726,0.45288896164097164,0.45430800454527726,0.4500272102557838
0.24999999999999967,0.45430800454527726,0.45288896164097164,0.45430800454527726,0.4500272102557838
1.2769904161327992,0.45386618656737737,1.015184054023227,0.45386618656737737,1.1258748842171848
0.24999999999999967,0.45430800454527726,0.45288896164097164,0.45430800454527726,0.4500272102557838
-0.25000000000000067,-2.220446049250313e-16,-0.547350348146711,-2.220446049250313e-16,-0.5611747586301784
1.2769904161327992,0.45386618656737737,1.015184054023227,0.45386618656737737,1.1258748842171848
0.24999999999999967,0.45430800454527726,0.45288896164097164,0.45430800454527726,0.4500272102557838
0.24999999999999967,0.45430800454527726,0.45288896164097164,0.45430800454527726,0.4500272102557838
-2.220446049250313e-16,-2.220446049250313e-16,-1.1102230246251565e-16,-2.220446049250313e-16,-2.220446049250313e-16
0.2500000000000001,0.4543080045452777,0.4528889616409716,0.4543080045452777,0.4500272102557833
-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
-0.6384952080664,0.45386618656737737,-0.14285828046287685,0.45386618656737737,-0.3317817382220427
1.942890293094024e-16,0.45386618656737787,0.2431558310324918,0.45386618656737787,0.15410380259103293
1.2769904161327992,0.45386618656737737,1.015184054023227,0.45386618656737737,1.1258748842171848
0.24999999999999967,0.45430800454527726,0.45288896164097164,0.45430800454527726,0.4500272102557838
0.2500000000000001,0.4543080045452777,0.4528889616409716,0.4543080045452777,0.4500272102557833
0.24999999999999967,0.45430800454527726,0.45288896164097164,0.45430800454527726,0.4500272102557838
0.2500000000000001,0.4543080045452777,0.4528889616409716,0.4543080045452777,0.4500272102557833
0.24999999999999967,0.45430800454527726,0.45288896164097164,0.45430800454527726,0.4500272102557838
-4.440892098500626e-16,-0.3146330577805355,-0.35384888620505434,-0.466850060509738,-0.2046362732966025
0.75,1.1894180766710956,1.158944316466348,1.0512915883964502,1.249061693955068
-0.6384952080664,-0.6959856937996451,-0.6827584789740676,-0.06188812337488914,-0.6782885307424954
0.75,1.1894180766710956,1.158944316466348,1.0512915883964502,1.249061693955068
-0.47956253991933084,-0.626098263623128,-0.5652132581979323,-0.4655013869670299,-0.6201413204808714
0.75,1.1894180766710956,1.158944316466348,1.0512915883964502,1.249061693955068
0.75,1.1894180766710956,1.158944316466348,1.0512915883964502,1.249061693955068
-4.440892098500626e-16,-0.3146330577805355,-0.35384888620505434,-0.466850060509738,-0.2046362732966025
-4.440892098500626e-16,-0.3146330577805355,-0.35384888620505434,-0.466850060509738,-0.2046362732966025
-4.440892098500626e-16,-0.3146330577805355,-0.35384888620505434,-0.466850060509738,-0.2046362732966025
0.75,1.1894180766710956,1.158944316466348,1.0512915883964502,1.249061693955068
-0.47956253991933084,-0.626098263623128,-0.5652132581979323,-0.4655013869670299,-0.6201413204808714
0.75,1.1894180766710956,1.158944316466348,1.0512915883964502,1.249061693955068
0.75,1.1894180766710956,1.158944316466348,1.0512915883964502,1.249061693955068
0.24999999999999967,0.012660022661762416,0.09822126585476165,-0.06188812337488914,0.1851142929373753
-1.124561956244524,-1.2739896213095308,-1.2720454696431251,-0.06188812337488914,-1.2868120721552625
-0.6384952080664,-0.6959856937996451,-0.6827584789740676,-0.06188812337488914,-0.6782885307424954
